asset_code,file_name,storage_path,display_name_no,category,theme,subtheme,slug,needs_review,alt_text_no,alt_text_en,alt_text_pl,alt_text_ar
364_40,364_40.jpg,signs/prohibition/364_40.jpg,Slutt på fartsgrense 40,prohibition,restrictions,restrictions,364_40,False,Slutt på fartsgrense 40,,,
364_50,364_50.jpg,signs/prohibition/364_50.jpg,Slutt på fartsgrense 50,prohibition,restrictions,restrictions,364_50,False,Slutt på fartsgrense 50,,,
364_60,364_60.jpg,signs/prohibition/364_60.jpg,Slutt på fartsgrense 60,prohibition,restrictions,restrictions,364_60,False,Slutt på fartsgrense 60,,,
364_70,364_70.jpg,signs/prohibition/364_70.jpg,Slutt på fartsgrense 70,prohibition,restrictions,restrictions,364_70,False,Slutt på fartsgrense 70,,,
366_0,366_0.jpg,signs/prohibition/366_0.jpg,Sone 30,prohibition,restrictions,restrictions,366_0,False,Sone 30,,,
367,367.png,signs/prohibition/367.png,Fartsgrensesone for liten elektrisk motorvogn,prohibition,restrictions,restrictions,367,True,Fartsgrensesone for liten elektrisk motorvogn,,,
368_0,368_0.jpg,signs/prohibition/368_0.jpg,Slutt på fartsgrensesone,prohibition,restrictions,restrictions,368_0,False,Slutt på fartsgrensesone,,,
369,369 Slutt på fartsgrensesone for liten elektrisk motorvogn.png,signs/prohibition/369 Slutt på fartsgrensesone for liten elektrisk motorvogn.png,Slutt på fartsgrensesone for liten elektrisk motorvogn,prohibition,restrictions,restrictions,369,True,Slutt på fartsgrensesone for liten elektrisk motorvogn,,,
370_0,370_0.jpg,signs/prohibition/370_0.jpg,Stans forbudt,prohibition,restrictions,restrictions,370_0,False,Stans forbudt,,,
372_0,372_0.jpg,signs/prohibition/372_0.jpg,Parkering forbudt,prohibition,restrictions,restrictions,372_0,False,Parkering forbudt,,,
376_1,376_1.jpg,signs/prohibition/376_1.jpg,Parkeringssone,prohibition,restrictions,restrictions,376_1,False,Parkeringssone,,,
376_2,376_2.jpg,signs/prohibition/376_2.jpg,Sone med parkeringsforbud,prohibition,restrictions,restrictions,376_2,False,Sone med parkeringsforbud,,,
376_2a,376_2a.jpg,signs/prohibition/376_2a.jpg,Sone med parkeringsforbud med tidsangivelse,prohibition,restrictions,restrictions,376_2a,False,Sone med parkeringsforbud med tidsangivelse,,,
377,377 Sone med parkeringsforbud for liten elektrisk motorvogn.png,signs/prohibition/377 Sone med parkeringsforbud for liten elektrisk motorvogn.png,Sone med parkeringsforbud for liten elektrisk motorvogn,prohibition,restrictions,restrictions,377,True,Sone med parkeringsforbud for liten elektrisk motorvogn,,,
378_1,378_1.jpg,signs/prohibition/378_1.jpg,Slutt på parkeringssone,prohibition,restrictions,restrictions,378_1,False,Slutt på parkeringssone,,,
378_2,378_2.jpg,signs/prohibition/378_2.jpg,Slutt på sone med parkeringsforbud,prohibition,restrictions,restrictions,378_2,False,Slutt på sone med parkeringsforbud,,,
379,379 Slutt på sone med parkeringsforbud for liten elektrisk motorvogn.png,signs/prohibition/379 Slutt på sone med parkeringsforbud for liten elektrisk motorvogn.png,Slutt på sone med parkeringsforbud for liten elektrisk motorvogn,prohibition,restrictions,restrictions,379,True,Slutt på sone med parkeringsforbud for liten elektrisk motorvogn,,,
380,380 Sone med bruksforbud for liten elektrisk motorvogn.png,signs/prohibition/380 Sone med bruksforbud for liten elektrisk motorvogn.png,Sone med bruksforbud for liten elektrisk motorvogn,prohibition,restrictions,restrictions,380,True,Sone med bruksforbud for liten elektrisk motorvogn,,,
382,382 Slutt på sone med bruksforbud for liten elektrisk motorvogn.png,signs/prohibition/382 Slutt på sone med bruksforbud for liten elektrisk motorvogn.png,Slutt på sone med bruksforbud for liten elektrisk motorvogn,prohibition,restrictions,restrictions,382,True,Slutt på sone med bruksforbud for liten elektrisk motorvogn,,,
601,601.jpg,signs/service/601.jpg,Radio,service,services,services,601,False,Radio,,,
602,602.jpg,signs/service/602.jpg,Førstehjelp,service,services,services,602,False,Førstehjelp,,,
605,605.jpg,signs/service/605.jpg,Nødtelefon,service,services,services,605,False,Nødtelefon,,,
606,606.jpg,signs/service/606.jpg,Brannslokker,service,services,services,606,False,Brannslokker,,,
608,608.jpg,signs/service/608.jpg,Verktøy / reparasjon,service,services,services,608,True,Verktøy / reparasjon,,,
609,609.jpg,signs/service/609.jpg,Lading for elbil,service,services,services,609,False,Lading for elbil,,,
610_0,610_0.jpg,signs/service/610_0.jpg,Drivstoff,service,services,services,610_0,False,Drivstoff,,,
610_1,610_1.jpg,signs/service/610_1.jpg,LPG,service,services,services,610_1,False,LPG,,,
610_2,610_2.jpg,signs/service/610_2.jpg,CNG,service,services,services,610_2,False,CNG,,,
611,611.jpg,signs/service/611.jpg,Bobilplass / serviceplass,service,services,services,611,True,Bobilplass / serviceplass,,,
612,612.jpg,signs/service/612.jpg,WC,service,services,services,612,False,WC,,,
613_1,613_1.jpg,signs/service/613_1.jpg,Teltplass / rasteplass,service,services,services,613_1,True,Teltplass / rasteplass,,,
613_2,613_2.jpg,signs/service/613_2.jpg,Teltplass med WC,service,services,services,613_2,True,Teltplass med WC,,,
614,614.jpg,signs/service/614.jpg,Servering,service,services,services,614,False,Servering,,,
616,616.jpg,signs/service/616.jpg,Restaurant,service,services,services,616,False,Restaurant,,,
618,618.jpg,signs/service/618.jpg,Camping,service,services,services,618,False,Camping,,,
621,621.jpg,signs/service/621.jpg,Buss,service,services,services,621,False,Buss,,,
622,622.jpg,signs/service/622.jpg,Overnatting / hytte,service,services,services,622,False,Overnatting / hytte,,,
624,624.jpg,signs/service/624.jpg,Turiststed / hytter,service,services,services,624,True,Turiststed / hytter,,,
625,625.jpg,signs/service/625.jpg,Bed and breakfast,service,services,services,625,False,Bed and breakfast,,,
626,626.jpg,signs/service/626.jpg,Rasteplass / benk,service,services,services,626,True,Rasteplass / benk,,,
635,635.jpg,signs/service/635.jpg,Informasjon,service,services,services,635,False,Informasjon,,,
637,637.jpg,signs/service/637.jpg,Turistinformasjon,service,services,services,637,False,Turistinformasjon,,,
640_10,640_10.jpg,signs/service/640_10.jpg,Kulturattraksjon,service,services,services,640_10,True,Kulturattraksjon,,,
640_101,640_101.jpg,signs/service/640_101.jpg,Naturattraksjon,service,services,services,640_101,True,Naturattraksjon,,,
640_102,640_102.jpg,signs/service/640_102.jpg,Festning / severdighet,service,services,services,640_102,True,Festning / severdighet,,,
640_12,640_12.jpg,signs/service/640_12.jpg,Museum / kultur,service,services,services,640_12,True,Museum / kultur,,,
640_20,640_20.jpg,signs/service/640_20.jpg,Utsiktspunkt / attraksjon,service,services,services,640_20,True,Utsiktspunkt / attraksjon,,,
640_30,640_30.jpg,signs/service/640_30.jpg,Port / severdighet,service,services,services,640_30,True,Port / severdighet,,,
650_10,650_10.jpg,signs/service/650_10.jpg,Bading,service,services,services,650_10,False,Bading,,,
650_11,650_11.jpg,signs/service/650_11.jpg,Fiske,service,services,services,650_11,False,Fiske,,,
650_20,650_20.jpg,signs/service/650_20.jpg,Tursti,service,services,services,650_20,False,Tursti,,,
650_21,650_21.jpg,signs/service/650_21.jpg,Vandrerute,service,services,services,650_21,False,Vandrerute,,,
650_22,650_22 Sykkelløype.jpg,signs/service/650_22 Sykkelløype.jpg,Sykkelløype,service,services,services,650_22,False,Sykkelløype,,,
650_40,650_40.jpg,signs/service/650_40.jpg,Attraksjon,service,services,services,650_40,True,Attraksjon,,,
650_41,650_41.jpg,signs/service/650_41.jpg,Attraksjon / opplevelse,service,services,services,650_41,True,Attraksjon / opplevelse,,,
802_0,802_0.jpg,signs/supplementary/802_0.jpg,Avstand 100 m,supplementary,supplementary_info,supplementary_info,802_0,False,Avstand 100 m,,,
804_0,804_0.jpg,signs/supplementary/804_0.jpg,"Strekning 0,2–1,3 km",supplementary,supplementary_info,supplementary_info,804_0,False,"Strekning 0,2–1,3 km",,,
806_0,806_0.jpg,signs/supplementary/806_0.jpg,Tidsangivelse 08–17 / 08–15 / 18–20,supplementary,supplementary_info,supplementary_info,806_0,False,Tidsangivelse 08–17 / 08–15 / 18–20,,,
807_1,807_1.jpg,signs/supplementary/807_1.jpg,Gjelder personbil,supplementary,supplementary_info,supplementary_info,807_1,False,Gjelder personbil,,,
807_10,807_10 Liten elektrisk motorvogn.png,signs/supplementary/807_10 Liten elektrisk motorvogn.png,Gjelder liten elektrisk motorvogn,supplementary,supplementary_info,supplementary_info,807_10,False,Gjelder liten elektrisk motorvogn,,,
807_2,807_2.jpg,signs/supplementary/807_2.jpg,Gjelder lastebil,supplementary,supplementary_info,supplementary_info,807_2,False,Gjelder lastebil,,,
807_3,807_3.jpg,signs/supplementary/807_3.jpg,Gjelder buss,supplementary,supplementary_info,supplementary_info,807_3,False,Gjelder buss,,,
807_4,807_4.jpg,signs/supplementary/807_4.jpg,Gjelder vogntog / lastebil med henger,supplementary,supplementary_info,supplementary_info,807_4,False,Gjelder vogntog / lastebil med henger,,,
807_5,807_5.jpg,signs/supplementary/807_5.jpg,Gjelder campingvogn / bobil,supplementary,supplementary_info,supplementary_info,807_5,False,Gjelder campingvogn / bobil,,,
807_6,807_6.jpg,signs/supplementary/807_6.jpg,Gjelder sykkel,supplementary,supplementary_info,supplementary_info,807_6,False,Gjelder sykkel,,,
807_7,807_7.jpg,signs/supplementary/807_7.jpg,Gjelder moped / motorsykkel,supplementary,supplementary_info,supplementary_info,807_7,False,Gjelder moped / motorsykkel,,,
807_8,807_8.jpg,signs/supplementary/807_8.jpg,Gjelder bevegelseshemmede,supplementary,supplementary_info,supplementary_info,807_8,False,Gjelder bevegelseshemmede,,,
807_9,807_9.jpg,signs/supplementary/807_9.jpg,Gjelder minibuss / liten buss,supplementary,supplementary_info,supplementary_info,807_9,False,Gjelder minibuss / liten buss,,,
808_42b,808_42b.jpg,signs/supplementary/808_42b.jpg,Gjelder ikke buss og taxi,supplementary,supplementary_info,supplementary_info,808_42b,False,Gjelder ikke buss og taxi,,,
810_H135,810_H135.jpg,signs/supplementary/810_H135.jpg,Retning høyre 135°,supplementary,supplementary_info,supplementary_info,810_h135,False,Retning høyre 135°,,,
810_H45,810_H45.jpg,signs/supplementary/810_H45.jpg,Retning høyre 45°,supplementary,supplementary_info,supplementary_info,810_h45,False,Retning høyre 45°,,,
810_H90,810_H90.jpg,signs/supplementary/810_H90.jpg,Retning høyre 90°,supplementary,supplementary_info,supplementary_info,810_h90,False,Retning høyre 90°,,,
810_R,810_R.jpg,signs/supplementary/810_R.jpg,Retning rett fram,supplementary,supplementary_info,supplementary_info,810_r,False,Retning rett fram,,,
810_V135,810_V135.jpg,signs/supplementary/810_V135.jpg,Retning venstre 135°,supplementary,supplementary_info,supplementary_info,810_v135,False,Retning venstre 135°,,,
810_V45,810_V45.jpg,signs/supplementary/810_V45.jpg,Retning venstre 45°,supplementary,supplementary_info,supplementary_info,810_v45,False,Retning venstre 45°,,,
810_V90,810_V90.jpg,signs/supplementary/810_V90.jpg,Retning venstre 90°,supplementary,supplementary_info,supplementary_info,810_v90,False,Retning venstre 90°,,,
812_0,812_0.jpg,signs/supplementary/812_0.jpg,Anbefalt fart 40 km/t,supplementary,supplementary_info,supplementary_info,812_0,False,Anbefalt fart 40 km/t,,,
813_1,813_1.jpg,signs/supplementary/813_1.jpg,Stigning 10 %,supplementary,supplementary_info,supplementary_info,813_1,False,Stigning 10 %,,,
813_2,813_2.jpg,signs/supplementary/813_2.jpg,"Nedoverbakke 9 %, lavt gir",supplementary,supplementary_info,supplementary_info,813_2,False,"Nedoverbakke 9 %, lavt gir",,,
814_0,814_0.jpg,signs/supplementary/814_0.jpg,"Bredde 3,5 m",supplementary,supplementary_info,supplementary_info,814_0,False,"Bredde 3,5 m",,,
816_0,816_0.jpg,signs/supplementary/816_0.jpg,Gjelder bergingsbil / tauing,supplementary,supplementary_info,supplementary_info,816_0,True,Gjelder bergingsbil / tauing,,,
817_1,817_1.jpg,signs/supplementary/817_1.jpg,Ulykkespunkt / hendelsespunkt,supplementary,supplementary_info,supplementary_info,817_1,True,Ulykkespunkt / hendelsespunkt,,,
817_2,817_2.jpg,signs/supplementary/817_2.jpg,Ulykkespunkt i sving,supplementary,supplementary_info,supplementary_info,817_2,True,Ulykkespunkt i sving,,,
817_3,817_3.jpg,signs/supplementary/817_3.jpg,Ulykkespunkt i kryss,supplementary,supplementary_info,supplementary_info,817_3,True,Ulykkespunkt i kryss,,,
817_4,817_4.jpg,signs/supplementary/817_4.jpg,"Ulykkespunkt i kryss, variant",supplementary,supplementary_info,supplementary_info,817_4,True,"Ulykkespunkt i kryss, variant",,,
817_5,817_5.jpg,signs/supplementary/817_5.jpg,Ulykkespunkt ved avkjøring,supplementary,supplementary_info,supplementary_info,817_5,True,Ulykkespunkt ved avkjøring,,,
822_1,822_1.jpg,signs/supplementary/822_1.jpg,Forløp hovedveg,supplementary,supplementary_info,supplementary_info,822_1,False,Forløp hovedveg,,,
822_2,822_2.jpg,signs/supplementary/822_2.jpg,"Forløp hovedveg, variant",supplementary,supplementary_info,supplementary_info,822_2,False,"Forløp hovedveg, variant",,,
822_3,822_3.jpg,signs/supplementary/822_3.jpg,Vegforløp,supplementary,supplementary_info,supplementary_info,822_3,False,Vegforløp,,,
822_4,822_4.jpg,signs/supplementary/822_4.jpg,"Vegforløp, variant",supplementary,supplementary_info,supplementary_info,822_4,False,"Vegforløp, variant",,,
822_5,822_5.jpg,signs/supplementary/822_5.jpg,Kryssutforming,supplementary,supplementary_info,supplementary_info,822_5,False,Kryssutforming,,,
822_6,822_6.jpg,signs/supplementary/822_6.jpg,"Kryssutforming, variant",supplementary,supplementary_info,supplementary_info,822_6,False,"Kryssutforming, variant",,,
822_7,822_7.jpg,signs/supplementary/822_7.jpg,Kryssutforming med sideveg,supplementary,supplementary_info,supplementary_info,822_7,False,Kryssutforming med sideveg,,,
824_0,824_0.jpg,signs/supplementary/824_0.jpg,Stopp 150 m,supplementary,supplementary_info,supplementary_info,824_0,False,Stopp 150 m,,,
826_0,826_0.jpg,signs/supplementary/826_0.jpg,Sykkelkryssing begge retninger,supplementary,supplementary_info,supplementary_info,826_0,False,Sykkelkryssing begge retninger,,,
828_1,828_1.jpg,signs/supplementary/828_1.jpg,Prioritet opp/ned,supplementary,supplementary_info,supplementary_info,828_1,True,Prioritet opp/ned,,,
828_2,828_2.jpg,signs/supplementary/828_2.jpg,"Prioritet opp/ned, variant",supplementary,supplementary_info,supplementary_info,828_2,True,"Prioritet opp/ned, variant",,,
828_3,828_3.jpg,signs/supplementary/828_3.jpg,Prioritet rett fram,supplementary,supplementary_info,supplementary_info,828_3,True,Prioritet rett fram,,,
829_0,829_0.jpg,signs/supplementary/829_0.jpg,Avstands-/feltmarkering,supplementary,supplementary_info,supplementary_info,829_0,True,Avstands-/feltmarkering,,,
831_0,831_0.jpg,signs/supplementary/831_0.jpg,Maks 2 timer parkering,supplementary,supplementary_info,supplementary_info,831_0,False,Maks 2 timer parkering,,,
834_0,834_0.jpg,signs/supplementary/834_0.jpg,Tidsangivelse 08–17 / 08–15,supplementary,supplementary_info,supplementary_info,834_0,False,Tidsangivelse 08–17 / 08–15,,,
100_1,100_1 Skarp sving til høyre.jpg,signs/warning/100_1 Skarp sving til høyre.jpg,Farlig sving til høyre,warning,hazards,hazards,100_1,False,Farlig sving til høyre,,,
100_2,100_2 Farlig sving til venstre.jpg,signs/warning/100_2 Farlig sving til venstre.jpg,Farlig sving til venstre,warning,hazards,hazards,100_2,False,Farlig sving til venstre,,,
102_1,102_1 Farlige svinger den første til høyre.jpg,signs/warning/102_1 Farlige svinger den første til høyre.jpg,"Farlige svinger, første til høyre",warning,hazards,hazards,102_1,False,"Farlige svinger, første til høyre",,,
102_2,102_2.jpg,signs/warning/102_2.jpg,"Farlige svinger, første til venstre",warning,hazards,hazards,102_2,False,"Farlige svinger, første til venstre",,,
104_1,104_1.jpg,signs/warning/104_1.jpg,Bratt bakke,warning,hazards,hazards,104_1,True,Bratt bakke,,,
104_2,104_2.jpg,signs/warning/104_2.jpg,Bratt bakke,warning,hazards,hazards,104_2,True,Bratt bakke,,,
106_1,106_1.jpg,signs/warning/106_1.jpg,Veg smalner,warning,hazards,hazards,106_1,True,Veg smalner,,,
106_2,106_2.jpg,signs/warning/106_2.jpg,Veg smalner fra høyre,warning,hazards,hazards,106_2,False,Veg smalner fra høyre,,,
106_3,106_3.jpg,signs/warning/106_3.jpg,Veg smalner fra venstre,warning,hazards,hazards,106_3,False,Veg smalner fra venstre,,,
108_0,108_0.jpg,signs/warning/108_0.jpg,Ujevn veg,warning,hazards,hazards,108_0,False,Ujevn veg,,,
109_0,109_0.jpg,signs/warning/109_0.jpg,Fartsdump,warning,hazards,hazards,109_0,False,Fartsdump,,,
110_0,110_0.jpg,signs/warning/110_0.jpg,Vegarbeid,warning,hazards,hazards,110_0,False,Vegarbeid,,,
112_0,112_0.jpg,signs/warning/112_0.jpg,Løs grus eller steinsprut,warning,hazards,hazards,112_0,True,Løs grus eller steinsprut,,,
114_1,114_1.jpg,signs/warning/114_1.jpg,Steinsprang fra høyre,warning,hazards,hazards,114_1,False,Steinsprang fra høyre,,,
114_2,114_2.jpg,signs/warning/114_2.jpg,Steinsprang fra venstre,warning,hazards,hazards,114_2,False,Steinsprang fra venstre,,,
116_0,116_0.jpg,signs/warning/116_0.jpg,Glatt kjørebane,warning,hazards,hazards,116_0,False,Glatt kjørebane,,,
117_0,117_0.jpg,signs/warning/117_0.jpg,Farlig sidevind,warning,hazards,hazards,117_0,True,Farlig sidevind,,,
118_0,118_0.jpg,signs/warning/118_0.jpg,Kai eller elvebredd,warning,hazards,hazards,118_0,False,Kai eller elvebredd,,,
120_0,120_0.jpg,signs/warning/120_0.jpg,Tunnel,warning,hazards,hazards,120_0,False,Tunnel,,,
122_0,122_0.jpg,signs/warning/122_0.jpg,Tunnel,warning,hazards,hazards,122_0,True,Tunnel,,,
124_0,124_0.jpg,signs/warning/124_0.jpg,Farlig vegkryss,warning,hazards,hazards,124_0,False,Farlig vegkryss,,,
126_0,126_0.jpg,signs/warning/126_0.jpg,Rundkjøring,warning,hazards,hazards,126_0,False,Rundkjøring,,,
132_0,132_0.jpg,signs/warning/132_0.jpg,Trafikksignal,warning,hazards,hazards,132_0,False,Trafikksignal,,,
134_0,134_0.jpg,signs/warning/134_0.jpg,Jernbaneovergang med bom,warning,hazards,hazards,134_0,False,Jernbaneovergang med bom,,,
135_0,135_0.jpg,signs/warning/135_0.jpg,Jernbaneovergang uten bom,warning,hazards,hazards,135_0,False,Jernbaneovergang uten bom,,,
136_1,136_1.jpg,signs/warning/136_1.jpg,"Avstandsskilt til jernbaneovergang, tre striper",warning,hazards,hazards,136_1,False,"Avstandsskilt til jernbaneovergang, tre striper",,,
136_2,136_2.jpg,signs/warning/136_2.jpg,"Avstandsskilt til jernbaneovergang, to striper",warning,hazards,hazards,136_2,False,"Avstandsskilt til jernbaneovergang, to striper",,,
136_3,136_3.jpg,signs/warning/136_3.jpg,"Avstandsskilt til jernbaneovergang, én stripe",warning,hazards,hazards,136_3,False,"Avstandsskilt til jernbaneovergang, én stripe",,,
138_1,138_1.jpg,signs/warning/138_1.jpg,Avstandsmarkering til planovergang,warning,hazards,hazards,138_1,True,Avstandsmarkering til planovergang,,,
138_2,138_2.jpg,signs/warning/138_2.jpg,Avstandsmarkering til planovergang,warning,hazards,hazards,138_2,True,Avstandsmarkering til planovergang,,,
139_0,139_0.jpg,signs/warning/139_0.jpg,Sporvogn,warning,hazards,hazards,139_0,False,Sporvogn,,,
140_0,140_0.jpg,signs/warning/140_0.jpg,Gangfelt,warning,hazards,hazards,140_0,False,Gangfelt,,,
142_0,142_0.jpg,signs/warning/142_0.jpg,Barn,warning,hazards,hazards,142_0,False,Barn,,,
144_0,144_0.jpg,signs/warning/144_0.jpg,Syklende,warning,hazards,hazards,144_0,False,Syklende,,,
146_1,146_1.jpg,signs/warning/146_1.jpg,Elg,warning,hazards,hazards,146_1,False,Elg,,,
146_2,146_2.jpg,signs/warning/146_2.jpg,Rein,warning,hazards,hazards,146_2,False,Rein,,,
146_3,146_3.jpg,signs/warning/146_3.jpg,Hjort,warning,hazards,hazards,146_3,False,Hjort,,,
146_4,146_4.jpg,signs/warning/146_4.jpg,Storfe,warning,hazards,hazards,146_4,False,Storfe,,,
146_5,146_5.jpg,signs/warning/146_5.jpg,Sau,warning,hazards,hazards,146_5,False,Sau,,,
148_0,148_0.jpg,signs/warning/148_0.jpg,Møtende trafikk,warning,hazards,hazards,148_0,False,Møtende trafikk,,,
149_0,149_0.jpg,signs/warning/149_0.jpg,Kø,warning,hazards,hazards,149_0,False,Kø,,,
150_0,150_0.jpg,signs/warning/150_0.jpg,Lavtflygende fly,warning,hazards,hazards,150_0,False,Lavtflygende fly,,,
151,151 Militar aktivitet.jpg,signs/warning/151 Militar aktivitet.jpg,Militær aktivitet,warning,hazards,hazards,151,False,Militær aktivitet,,,
152_0,152_0.jpg,signs/warning/152_0.jpg,Sidevind,warning,hazards,hazards,152_0,False,Sidevind,,,
153,Trafikkulykke.jpg,signs/warning/Trafikkulykke.jpg,Trafikkulykke,warning,hazards,hazards,153,False,Trafikkulykke,,,
154_0,154_0.jpg,signs/warning/154_0.jpg,Skiløpere,warning,hazards,hazards,154_0,False,Skiløpere,,,
155_0,155_0.jpg,signs/warning/155_0.jpg,Ridende,warning,hazards,hazards,155_0,False,Ridende,,,
156_0,156_0.jpg,signs/warning/156_0.jpg,Annen fare,warning,hazards,hazards,156_0,False,Annen fare,,,
